districtid,timeid,neighbormean,neighborstddev
414,6,7236,5327.98
414,7,1411,721.41
415,1,0,0.0
415,2,0.14,0.38
415,3,20.86,27.88
415,4,114.71,151.15
415,5,2298.57,3769.3
415,6,7451.43,10288.0
415,7,1315.29,1790.53
416,1,0,0.0
416,2,0.5,1.22
416,3,20.5,15.87
416,4,95.33,78.74
416,5,180.17,159.03
416,6,720.33,498.74
416,7,479.83,326.6
417,1,0,0.0
417,2,0.86,1.46
417,3,18,14.31
417,4,66.86,100.58
417,5,123,156.33
417,6,441.57,325.56
417,7,256.71,312.53
418,1,0,0.0
418,2,4.14,7.13
418,3,73.14,88.94
418,4,60.43,36.74
418,5,143.57,80.9
418,6,474.14,220.83
418,7,193.29,125.12
419,1,0,0.0
419,2,1,2.0
419,3,27,13.34
419,4,196,81.98
419,5,1227.75,402.58
419,6,2878,1635.54
419,7,551.25,396.45
420,1,0,0.0
420,2,1.5,1.91
420,3,57.5,52.58
420,4,185,182.89
420,5,769.25,665.77
420,6,2661.75,3337.47
420,7,487.25,474.58
421,1,0,0.0
421,2,0,0.0
421,3,0.2,0.45
421,4,9.8,21.91
421,5,165.4,347.25
421,6,151.2,254.21
421,7,75.2,147.12
422,1,31.67,54.85
422,2,349.67,539.16
422,3,644,889.44
422,4,5168.67,7418.69
422,5,24036,20244.6
422,6,37242.33,23524.2
422,7,8699.33,6501.77
423,1,0,0.0
423,2,2.11,4.37
423,3,96.11,142.7
423,4,910.67,1353.96
423,5,8399.44,16490.74
423,6,13527.22,24627.46
423,7,3228.44,6044.27
424,1,0,0.0
424,2,7.29,12.72
424,3,89.29,85.46
424,4,235.71,200.53
424,5,466.71,302.51
424,6,489.29,454.4
424,7,117.71,99.32
425,1,0,0.0
425,2,0,0.0
425,3,20.6,34.74
425,4,49.8,78.1
425,5,100.4,76.9
425,6,173.8,163.08
425,7,69.4,74.71
426,1,0,0.0
426,2,12.5,13.44
426,3,85,90.51
426,4,393,340.83
426,5,765.5,458.91
426,6,1208.5,368.4
426,7,177,1.41
427,1,15.83,38.78
427,2,166.33,394.24
427,3,358,645.54
427,4,2881.5,5332.03
427,5,13316.67,17110.99
427,6,24827,20672.65
427,7,5879.5,5353.9
428,1,0,0.0
428,2,0.8,1.3
428,3,37.2,24.91
428,4,190,84.98
428,5,740.2,580.65
428,6,2204.8,1434.45
428,7,710,302.45
429,1,0,0.0
429,2,0,0.0
429,3,0.25,0.5
429,4,12.25,24.5
429,5,206.75,386.52
429,6,228.75,255.07
429,7,95.75,161.72
430,1,0,0.0
430,2,2.8,2.59
430,3,72.8,21.82
430,4,167.6,70.1
430,5,1026.2,490.25
430,6,3283.2,2239.62
430,7,640.4,564.33
431,1,0,0.0
431,2,0,0.0
431,3,74,54.6
431,4,120.5,80.11
431,5,615.67,278.57
431,6,527.5,224.88
431,7,109,45.79
432,1,0,0.0
432,2,0.29,0.76
432,3,22.86,28.52
432,4,165.71,240.14
432,5,126.14,111.24
432,6,354.43,267.29
432,7,108.71,103.25
433,1,0.33,0.58
433,2,19,32.91
433,3,433.33,749.69
433,4,2421,4150.93
433,5,11065.67,18488.9
433,6,23608.33,40374.9
433,7,5968,10045.58
434,1,0,0.0
434,2,7,10.6
434,3,120.83,81.69
434,4,188,162.34
434,5,2184.17,2923.19
434,6,3760.5,4598.2
434,7,420.33,569.24
435,1,0,0.0
435,2,0.62,1.41
435,3,32.5,55.55
435,4,66.5,72.22
435,5,434.5,674.35
435,6,558.62,693.29
435,7,149.5,130.47
436,1,0,0.0
436,2,3.71,9.83
436,3,23.43,21.73
436,4,72.57,30.2
436,5,490.71,631.18
436,6,1346.71,2004.2
436,7,610.57,1319.14
437,1,0,0.0
437,2,0.6,0.89
437,3,87.4,41.97
437,4,190.2,161.69
437,5,987.8,473.76
437,6,3806.6,1561.16
437,7,1058.2,690.01
438,1,0,0.0
438,2,0,0.0
438,3,0,0.0
438,4,32.5,20.51
438,5,19.5,10.61
438,6,25,32.53
438,7,4,2.83
439,1,0,0.0
439,2,1,1.41
439,3,15,21.21
439,4,335.5,471.64
439,5,53,70.71
439,6,248,342.24
439,7,33.5,47.38
440,1,0,0.0
440,2,0,0.0
440,3,0,0.0
440,4,1,1.0
440,5,19.67,14.64
440,6,118.67,18.72
440,7,45.67,57.29
441,1,0,0.0
441,2,8.67,15.01
441,3,27.33,21.22
441,4,79.33,28.04
441,5,781.33,970.53
441,6,2386,2974.75
441,7,1267.33,2020.2
442,1,0.2,0.45
442,2,11.4,25.49
442,3,260.2,580.71
442,4,1464.2,3214.47
442,5,6533.4,14465.58
442,6,14129,31360.4
442,7,3535.6,7843.27
443,1,0.33,0.58
443,2,19,32.91
443,3,433,749.98
443,4,2426.67,4146.06
443,5,10857.33,18665.18
443,6,23482,40483.23
443,7,5892.33,10109.72
444,1,0.25,0.5
444,2,14.25,28.5
444,3,325.25,649.17
444,4,1827.25,3591.26
444,5,8141,16179.39
444,6,17597,35087.37
444,7,4400.5,8777.01
445,1,0.2,0.45
445,2,11.4,25.49
445,3,259.8,580.93
445,4,1445.6,3224.64
445,5,6507,14480.24
445,6,14125.8,31362.21
445,7,3524.6,7849.39
446,1,0.14,0.38
446,2,8.14,21.54
446,3,185.57,490.98
446,4,1032.43,2725.82
446,5,4648.14,12241.86
446,6,10111.14,26509.17
446,7,2539.43,6626.2
447,1,0,0.0
447,2,0,0.0
447,3,0.33,0.58
447,4,16.33,28.29
447,5,262.33,453.51
447,6,199.67,341.5
447,7,113.67,194.28
448,1,0,0.0
448,2,0.2,0.45
448,3,57.6,55.31
448,4,116.8,70.71
448,5,632.6,198.88
448,6,1578.8,592.84
448,7,361.8,131.65
449,1,0,0.0
449,2,2.86,3.8
449,3,87.14,53.34
449,4,158.57,199.21
449,5,434.14,498.21
449,6,1358.43,1353.04
449,7,332,515.21
450,1,0,0.0
450,2,0,0.0
450,3,0,0.0
450,4,17,15.12
450,5,54.25,91.42
450,6,99,177.34
450,7,12.5,21.19
451,1,0,0.0
451,2,0.33,0.52
451,3,98.5,52.53
451,4,181.83,85.33
451,5,908.83,586.72
451,6,2321.33,737.89
451,7,418.67,193.34
452,1,0,0.0
452,2,2.75,3.2
452,3,68.5,15.86
452,4,153.5,68.71
452,5,520.75,144.08
452,6,2011.75,562.07
452,7,300.75,73.88
453,1,0,0.0
453,2,0,0.0
453,3,55,26.57
453,4,423,171.26
453,5,3957.2,2128.56
453,6,4430.4,2320.46
453,7,506.6,192.61
454,1,0,0.0
454,2,1.75,2.36
454,3,63.75,42.01
454,4,180,74.09
454,5,1027.25,585.95
454,6,3346.75,2631.77
454,7,664.25,666.88
455,1,0,0.0
455,2,0,0.0
455,3,14.17,9.33
455,4,140,107.95
455,5,557.83,1031.69
455,6,2110.17,3189.59
455,7,1236.33,1787.17
456,1,0,0.0
456,2,2,2.83
456,3,81.5,55.86
456,4,223,31.11
456,5,1072.5,191.63
456,6,3211,1409.97
456,7,881.5,246.78
457,1,0,0.0
457,2,15.75,34.64
457,3,198,371.43
457,4,420.62,400.63
457,5,1099.62,1162.33
457,6,1819.62,1945.47
457,7,489,610.07
458,1,0,0.0
458,2,3.83,6.62
458,3,105.67,126.8
458,4,65.83,35.65
458,5,270.83,175.58
458,6,496,290.97
458,7,115.5,62.84
459,1,0,0.0
459,2,1.25,1.89
459,3,21.75,13.12
459,4,74.25,61.47
459,5,718.5,910.0
459,6,854.25,906.77
459,7,188.5,150.86
460,1,0,0.0
460,2,5.8,12.42
460,3,69,59.81
460,4,184,67.75
460,5,349.8,173.55
460,6,896.2,321.0
460,7,233.8,92.1
461,1,0,0.0
461,2,0.2,0.45
461,3,53.8,52.8
461,4,214.2,145.04
461,5,941,308.82
461,6,2422,1467.01
461,7,536.2,391.88
462,1,0,0.0
462,2,0,0.0
462,3,80,68.76
462,4,146.8,83.17
462,5,662,306.76
462,6,2151.8,1193.22
462,7,234.6,100.05
463,1,0,0.0
463,2,1,1.22
463,3,52.4,72.0
463,4,288.4,409.18
463,5,6117.6,8553.55
463,6,14169.4,18225.57
463,7,2550.2,3286.11
464,1,0.2,0.45
464,2,11.4,25.49
464,3,261.4,580.05
464,4,1465.6,3213.48
464,5,6603.4,14427.14
464,6,14296,31267.85
464,7,3570.2,7824.45
465,1,0,0.0
465,2,0,0.0
465,3,40.17,44.22
465,4,77.83,71.49
465,5,168.33,194.48
465,6,358,232.27
465,7,106.33,73.97
466,1,0,0.0
466,2,5.2,11.63
466,3,40.4,64.5
466,4,60.6,67.29
466,5,208.4,330.77
466,6,744.4,1282.68
466,7,218,308.08
467,1,0,0.0
467,2,11.33,15.33
467,3,150.67,109.68
467,4,122.5,92.99
467,5,331,348.34
467,6,1127.67,1326.64
467,7,318.5,325.6
468,1,0,0.0
468,2,0.6,0.89
468,3,38.8,67.58
468,4,137,89.71
468,5,1774.6,1332.36
468,6,5670.2,5008.06
468,7,1777.6,1561.15
469,1,0.29,0.49
469,2,8.43,21.43
469,3,197.86,486.23
469,4,1233.29,2670.99
469,5,4944.14,12120.9
469,6,10739.14,26266.56
469,7,2641.29,6586.91
470,1,0,0.0
470,2,1,1.41
470,3,43.2,38.19
470,4,141.6,148.92
470,5,293.8,158.14
470,6,1193.2,559.89
470,7,283.8,168.34
471,1,0,0.0
471,2,20,38.22
471,3,128.83,163.77
471,4,443.83,488.36
471,5,582.17,323.84
471,6,1071.5,1005.29
471,7,294.83,323.34
472,1,0,0.0
472,2,0.4,0.89
472,3,85,24.18
472,4,172,79.11
472,5,1170.4,484.24
472,6,3289,2242.02
472,7,604.6,582.47
473,1,0,0.0
473,2,1.83,4.02
473,3,48.17,56.4
473,4,125.83,105.39
473,5,534.83,547.04
473,6,1924.17,1815.43
473,7,557,561.75
474,1,0,0.0
474,2,2.33,1.97
474,3,97.83,91.14
474,4,418,454.5
474,5,963.17,1184.8
474,6,1305.5,1184.33
474,7,353.17,277.24
475,1,0,0.0
475,2,144.67,343.22
475,3,1655,3805.12
475,4,1635.83,3632.72
475,5,1419.5,2164.72
475,6,1286.83,1906.79
475,7,275.5,354.19
476,1,0,0.0
476,2,3.71,8.98
476,3,48.14,45.25
476,4,115.29,110.5
476,5,928.29,900.73
476,6,2355.71,2915.37
476,7,561.43,745.58
477,1,0,0.0
477,2,10.33,17.43
477,3,89.33,55.61
477,4,222.5,279.19
477,5,809.83,938.88
477,6,2937.33,2723.15
477,7,606.17,509.91
478,1,0.2,0.45
478,2,11.4,25.49
478,3,260.2,580.71
478,4,1452.4,3220.85
478,5,6491.4,14488.94
478,6,14078.8,31388.39
478,7,3513.6,7855.53
479,1,0.25,0.5
479,2,14.25,28.5
479,3,325.25,649.17
479,4,1812.75,3600.86
479,5,8111.75,16198.84
479,6,17566,35108.0
479,7,4398.25,8778.51
480,1,0,0.0
480,2,3,1.41
480,3,74.83,45.39
480,4,164.33,61.51
480,5,579.33,246.13
480,6,1458.83,787.96
480,7,365.33,208.48
481,1,0,0.0
481,2,3.25,6.5
481,3,52.5,11.12
481,4,130.75,35.76
481,5,772,531.1
481,6,1578.5,1206.67
481,7,441.75,386.91
482,1,0,0.0
482,2,14.71,35.94
482,3,99.86,156.12
482,4,224.43,209.11
482,5,567.57,611.57
482,6,947.86,1028.24
482,7,315.14,385.8
483,1,0.33,1.29
483,2,36.2,68.88
483,3,1328.6,2648.6
483,4,3867.87,7745.43
483,5,12110.87,20969.91
483,6,17336.93,22334.76
483,7,4601.8,5659.2
484,1,0,0.0
484,2,0,0.0
484,3,23.17,12.78
484,4,87.5,85.86
484,5,144.5,168.62
484,6,421.17,377.9
484,7,270.67,333.08
485,1,0,0.0
485,2,1,1.26
485,3,124.5,79.36
485,4,159,100.69
485,5,985.5,601.0
485,6,1838.33,1258.16
485,7,226.83,142.17
486,1,0,0.0
486,2,0,0.0
486,3,75.33,59.21
486,4,179.33,184.5
486,5,621.17,565.7
486,6,1704.33,1077.92
486,7,251.33,194.13
487,1,0,0.0
487,2,3.67,5.16
487,3,98.5,119.6
487,4,249,171.77
487,5,685.33,417.3
487,6,1699.33,1255.83
487,7,533.17,357.2
488,1,0,0.0
488,2,2.62,2.72
488,3,67,27.85
488,4,154.75,73.74
488,5,772.88,406.44
488,6,2164.38,984.5
488,7,251.75,104.69
489,1,0,0.0
489,2,0.4,0.89
489,3,89.6,115.34
489,4,112.6,93.06
489,5,897.2,566.29
489,6,2750.4,2222.48
489,7,840.2,861.21
490,1,0,0.0
490,2,0.17,0.41
490,3,6.83,7.08
490,4,25.17,21.94
490,5,210,259.12
490,6,882.5,989.78
490,7,287.83,186.82
491,1,0,0.0
491,2,0,0.0
491,3,289.25,281.43
491,4,792.25,991.82
491,5,4010,5623.33
491,6,7081,8235.64
491,7,1356.5,1720.2
492,1,0,0.0
492,2,0.25,0.5
492,3,122.5,209.43
492,4,355.75,237.78
492,5,1432.5,965.01
492,6,3805.5,3443.2
492,7,1010.25,1045.16
493,1,0,0.0
493,2,40.43,58.46
493,3,454.29,445.49
493,4,618.71,513.54
493,5,1683,1235.87
493,6,2719.29,2005.72
493,7,636,650.11
494,1,0,0.0
494,2,1.29,2.98
494,3,40.43,71.65
494,4,80.29,119.6
494,5,346,512.81
494,6,1060.57,1144.45
494,7,499.57,516.27
495,1,0,0.0
495,2,1.2,1.64
495,3,50.6,27.16
495,4,131,51.57
495,5,335.8,395.99
495,6,869.6,998.55
495,7,326,224.92
496,1,0,0.0
496,2,3.17,4.02
496,3,108.33,62.83
496,4,182.33,159.73
496,5,2107.33,2958.35
496,6,3362.5,4704.08
496,7,409,572.74
497,1,0,0.0
497,2,0.25,0.5
497,3,61.25,70.75
497,4,336.75,304.18
497,5,1859.5,1614.74
497,6,3638.5,2747.39
497,7,829.25,671.37
498,1,0.33,0.58
498,2,19,32.91
498,3,433.67,749.4
498,4,2436.67,4137.54
498,5,10862.67,18660.66
498,6,23526.67,40444.58
498,7,5883.33,10117.52
499,1,15.83,38.78
499,2,168.83,393.15
499,3,367,637.5
499,4,2458.83,5525.75
499,5,8711,18954.06
499,6,13030.83,25198.48
499,7,3384.83,6289.73
500,1,0,0.0
500,2,0.33,0.82
500,3,29.33,43.41
500,4,187.33,379.17
500,5,527,724.46
500,6,1070,1847.89
500,7,296.67,534.1
501,1,0,0.0
501,2,0,0.0
501,3,11,15.97
501,4,14.8,15.8
501,5,138.8,53.63
501,6,379.2,132.74
501,7,130,35.53
502,1,0,0.0
502,2,24.17,38.13
502,3,310.5,467.63
502,4,811,1283.42
502,5,2041.5,3252.33
502,6,2444.67,2976.71
502,7,520,619.5
503,1,0,0.0
503,2,8,12.69
503,3,53,74.26
503,4,71.57,78.82
503,5,256.14,253.51
503,6,736,1019.11
503,7,187.43,256.25
504,1,0,0.0
504,2,199.9,514.89
504,3,4517.9,10481.99
504,4,8090.7,13950.1
504,5,12915.5,19254.6
504,6,13117.6,13907.8
504,7,3270.7,3531.68
505,1,0,0.0
505,2,31,42.71
505,3,411.6,546.28
505,4,1301.6,1727.59
505,5,3957.2,5176.1
505,6,6796,11004.97
505,7,1348.4,2128.12
506,1,0,0.0
506,2,0.33,0.52
506,3,56.5,29.64
506,4,96.33,42.52
506,5,976.17,725.78
506,6,1588.83,828.51
506,7,282,168.53
507,1,0,0.0
507,2,0.17,0.41
507,3,113,151.86
507,4,397,386.81
507,5,2457.83,3482.22
507,6,4942.67,4942.27
507,7,1368.67,1702.41
508,1,0,0.0
508,2,5.5,8.54
508,3,91.75,63.04
508,4,45,48.83
508,5,233.5,140.18
508,6,716.75,575.62
508,7,123,56.7
509,1,0,0.0
509,2,0.5,0.84
509,3,42.5,57.44
509,4,229.83,183.64
509,5,1478.83,1445.76
509,6,4420.83,3917.33
509,7,995.67,1269.23
510,1,0,0.0
510,2,1.33,2.31
510,3,16,19.16
510,4,67.33,82.4
510,5,898.67,1026.42
510,6,1108,1043.89
510,7,265.33,187.01
511,1,0,0.0
511,2,0,0.0
511,3,688.2,778.33
511,4,1503,1453.36
511,5,5654.2,5968.26
511,6,7752.6,6559.32
511,7,1221.8,973.62
512,1,0.25,0.5
512,2,14.25,28.5
512,3,325.75,648.83
512,4,1804.75,3606.17
512,5,8110.5,16199.67
512,6,17673.25,35036.72
512,7,4416,8766.71
513,1,0.25,0.5
513,2,14.25,28.5
513,3,369.5,625.01
513,4,1849.75,3576.35
513,5,8222,16126.36
513,6,17813.75,34943.61
513,7,4539.75,8685.35
514,1,0,0.0
514,2,0,0.0
514,3,26,30.8
514,4,71.2,27.91
514,5,164.4,120.54
514,6,996,660.79
514,7,374.6,320.34
515,1,0,0.0
515,2,1.5,1.38
515,3,172.17,273.47
515,4,1238.5,1754.02
515,5,1797.5,1457.83
515,6,2003.83,1255.05
515,7,504,440.11
516,1,0,0.0
516,2,12.67,20.06
516,3,238.83,285.52
516,4,671.33,669.77
516,5,3114.33,2171.01
516,6,7665.5,4991.23
516,7,1950,1522.96
517,1,0.25,0.5
517,2,14.25,28.5
517,3,325,649.33
517,4,1820.5,3595.72
517,5,8316,16066.58
517,6,17833.25,34930.25
517,7,4491.25,8717.71
518,1,0,0.0
518,2,0,0.0
518,3,45.6,61.2
518,4,76.8,92.52
518,5,254,197.92
518,6,1231.2,873.0
518,7,169,124.01
519,1,0,0.0
519,2,0.5,1.0
519,3,34.5,36.35
519,4,309.25,158.08
519,5,1915.75,1635.4
519,6,5590,4482.53
519,7,1421.5,1426.37
520,1,0,0.0
520,2,6,12.0
520,3,63.17,59.82
520,4,97.33,50.66
520,5,869,749.5
520,6,1483.33,943.2
520,7,169.83,97.54
521,1,0,0.0
521,2,385,714.31
521,3,8622,14310.67
521,4,14228.4,18408.08
521,5,21421,25333.76
521,6,19926.2,18514.93
521,7,4738,4619.14
522,1,0,0.0
522,2,22.62,50.69
522,3,337.5,324.14
522,4,335.12,394.45
522,5,1196.75,1215.11
522,6,1500.62,1702.39
522,7,274.25,356.85
523,1,0,0.0
523,2,10.17,10.23
523,3,264.17,259.64
523,4,1786.5,1907.12
523,5,2282.5,1966.35
523,6,2435.67,1410.11
523,7,758.17,444.03
524,1,3,6.71
524,2,17,26.49
524,3,70,93.76
524,4,140.2,88.15
524,5,654.2,347.77
524,6,1999.6,1244.82
524,7,661.4,508.26
525,1,0,0.0
525,2,11.4,24.38
525,3,201.6,321.39
525,4,282,544.5
525,5,738.8,966.63
525,6,1030,1470.46
525,7,197.2,300.61
526,1,0,0.0
526,2,1,2.24
526,3,58.4,65.96
526,4,340,388.77
526,5,683,672.86
526,6,918.4,708.42
526,7,446.2,381.13
527,1,0,0.0
527,2,0.2,0.45
527,3,17.8,9.52
527,4,23.2,12.44
527,5,201.2,73.31
527,6,397.6,120.98
527,7,124.6,46.58
528,1,0.12,0.35
528,2,7.12,20.15
528,3,170.38,456.58
528,4,907.88,2548.11
528,5,4102,11438.72
528,6,9056.38,24726.59
528,7,2229.5,6197.37
529,1,0,0.0
529,2,1.86,2.54
529,3,83.57,52.0
529,4,200.29,118.59
529,5,1003.14,542.08
529,6,3208.29,2073.66
529,7,966.43,724.22
530,1,0,0.0
530,2,0.33,0.82
530,3,52.33,50.03
530,4,124.83,73.22
530,5,341.17,229.85
530,6,1582.5,780.31
530,7,324.33,162.71
531,1,0,0.0
531,2,1.67,4.08
531,3,248.33,357.76
531,4,523.83,640.96
531,5,1645.33,1898.7
531,6,3323.33,2105.26
531,7,611.33,316.17
532,1,0,0.0
532,2,1,2.0
532,3,76.75,36.7
532,4,109.5,41.69
532,5,538.25,120.56
532,6,612.5,206.85
532,7,126,20.96
533,1,0,0.0
533,2,3.2,3.03
533,3,82,118.12
533,4,249,135.05
533,5,1792.8,1516.84
533,6,3015,1399.64
533,7,564.6,263.94
534,1,0,0.0
534,2,0.75,1.5
534,3,75.75,49.17
534,4,117.75,70.25
534,5,209.5,113.46
534,6,783.5,815.68
534,7,191.5,123.59
535,1,0,0.0
535,2,3.86,8.51
535,3,44.43,26.62
535,4,167.86,123.72
535,5,463,382.66
535,6,1410.71,917.74
535,7,420.43,309.16
536,1,0,0.0
536,2,2.44,2.74
536,3,91.44,64.08
536,4,143.78,69.81
536,5,1070.44,469.91
536,6,2110.22,909.05
536,7,199.44,78.41
537,1,0,0.0
537,2,0.75,1.39
537,3,93,87.78
537,4,215.12,141.54
537,5,428.62,439.8
537,6,1232.25,1170.75
537,7,455.5,402.33
538,1,0,0.0
538,2,1.2,1.1
538,3,249.4,157.02
538,4,503.4,224.44
538,5,2378.8,1197.0
538,6,4754.4,3060.84
538,7,1239.6,891.87
539,1,0.5,0.58
539,2,14.75,28.18
539,3,352.5,631.44
539,4,2121.5,3436.31
539,5,8674.75,15830.31
539,6,19020.25,34163.29
539,7,4630.75,8629.17
540,1,0.25,0.5
540,2,0.5,1.0
540,3,21.5,33.2
540,4,303.75,580.97
540,5,445.25,666.29
540,6,1169.75,1763.9
540,7,219.25,365.28
541,1,0,0.0
541,2,1.25,1.5
541,3,49,22.06
541,4,166,38.58
541,5,1204.5,605.13
541,6,2659.25,1185.09
541,7,623,198.94
542,1,0,0.0
542,2,0,0.0
542,3,25.75,24.23
542,4,79.25,23.4
542,5,59.75,52.03
542,6,231,41.45
542,7,102.5,78.29
543,1,0,0.0
543,2,3.25,6.5
543,3,38.25,20.61
543,4,101.5,73.63
543,5,718.75,635.86
543,6,1560.25,1251.48
543,7,450.5,378.19
544,1,19,42.49
544,2,235.6,413.05
544,3,491.8,666.04
544,4,3409.4,5780.02
544,5,17899.4,16892.38
544,6,31656.4,18651.91
544,7,7267.6,5059.21
545,1,0,0.0
545,2,3.71,6.5
545,3,199.86,192.8
545,4,97.57,82.59
545,5,252.14,180.68
545,6,583.29,263.77
545,7,156.29,34.05
546,1,0,0.0
546,2,0.57,1.13
546,3,88.71,53.91
546,4,141.29,107.04
546,5,749.14,725.0
546,6,1967.57,2434.76
546,7,484.43,681.11
547,1,0,0.0
547,2,0.86,1.21
547,3,62.71,51.42
547,4,94.57,116.51
547,5,496.29,427.99
547,6,870.29,545.46
547,7,194.57,105.99
548,1,0,0.0
548,2,2,1.41
548,3,375,86.27
548,4,584,39.6
548,5,2450.5,604.58
548,6,6184,3337.54
548,7,1754.5,1065.61
549,1,0,0.0
549,2,0.75,1.5
549,3,40.75,19.74
549,4,482,243.59
549,5,2617.5,597.48
549,6,2686.75,1251.31
549,7,478.25,297.19
550,1,0,0.0
550,2,13.5,14.48
550,3,162.25,83.91
550,4,481.75,180.84
550,5,1520.75,1576.46
550,6,1842.75,2008.65
550,7,334.75,334.44
551,1,0,0.0
551,2,6.8,8.87
551,3,113.2,110.16
551,4,322,266.67
551,5,661.6,370.09
551,6,625.6,447.37
551,7,143.2,102.69
552,1,0,0.0
552,2,322.33,656.86
552,3,7418.67,13127.63
552,4,12275.17,17131.79
552,5,20288.33,22381.32
552,6,20720.5,12700.23
552,7,5812.5,2756.03
553,1,0,0.0
553,2,0,0.0
553,3,112.83,91.73
553,4,268.5,228.84
553,5,857.17,776.19
553,6,2714.5,996.2
553,7,536.67,201.36
554,1,0,0.0
554,2,2.5,5.0
554,3,324,421.58
554,4,799.25,698.16
554,5,2674.5,2299.75
554,6,4656,1750.07
554,7,815.5,210.38
555,1,0,0.0
555,2,0.25,0.5
555,3,168.75,164.06
555,4,599.25,307.95
555,5,3610.75,3859.6
555,6,7019.5,4812.53
555,7,1982.5,1827.0
556,1,0,0.0
556,2,0.33,0.52
556,3,108.5,52.17
556,4,171.17,89.3
556,5,872.33,602.46
556,6,2181.5,1005.84
556,7,369.17,188.04
557,1,0,0.0
557,2,2.89,8.67
557,3,37.56,31.76
557,4,117.11,89.31
557,5,625.11,654.21
557,6,2477.33,1925.16
557,7,950.33,1092.37
558,1,0,0.0
558,2,1.86,4.49
558,3,99,62.29
558,4,196.71,256.13
558,5,1374.43,2531.92
558,6,3851,6892.31
558,7,932.86,1665.97
559,1,13.57,35.91
559,2,155.29,361.83
559,3,354.43,594.15
559,4,2412.14,5009.88
559,5,10638.43,16935.62
559,6,17975.86,22489.65
559,7,3729,5624.68
560,1,0,0.0
560,2,411.6,701.62
560,3,9916.2,13637.98
560,4,16649.6,17200.54
560,5,33473.2,30674.76
560,6,34893.2,33809.45
560,7,9375.2,8389.4
561,1,0,0.0
561,2,0.56,1.33
561,3,19.33,12.38
561,4,147.89,77.18
561,5,272.11,354.95
561,6,938.11,933.94
561,7,387.11,240.03
562,1,0,0.0
562,2,0,0.0
562,3,12,7.16
562,4,90.33,85.57
562,5,152.33,192.59
562,6,696,911.31
562,7,445.17,526.91
563,1,0,0.0
563,2,16,37.74
563,3,197,387.3
563,4,270.33,542.01
563,5,780.83,1365.56
563,6,1077,1602.9
563,7,298.67,412.87
564,1,0,0.0
564,2,17.33,37.28
564,3,203.5,389.06
564,4,259.83,543.61
564,5,726.17,1393.01
564,6,1037.17,1643.09
564,7,309.17,434.93
565,1,0,0.0
565,2,1.14,3.02
565,3,25.71,19.18
565,4,68.86,53.81
565,5,397.14,264.83
565,6,772.71,600.83
565,7,196.29,234.57
566,1,0,0.0
566,2,0,0.0
566,3,24.75,18.57
566,4,56.75,47.2
566,5,180.38,153.23
566,6,707.38,814.14
566,7,401.75,502.27
567,1,0,0.0
567,2,1.5,2.38
567,3,112,122.23
567,4,220.75,228.01
567,5,403.25,355.32
567,6,792,989.5
567,7,486.25,832.58
568,1,0,0.0
568,2,12.4,10.11
568,3,294.8,192.6
568,4,235,254.77
568,5,816.6,663.7
568,6,1405,609.55
568,7,236.2,128.13
569,1,0,0.0
569,2,2.67,4.68
569,3,91.17,117.19
569,4,784.17,1683.81
569,5,9676.33,20606.02
569,6,14863.5,29695.93
569,7,3879.67,7231.64
570,1,0,0.0
570,2,0,0.0
570,3,84,83.11
