districtid,timeid,neighbormean,neighborstddev
570,4,361.75,255.34
570,5,4442.5,2766.95
570,6,3855.5,1479.21
570,7,421,181.45
571,1,0,0.0
571,2,8.2,15.12
571,3,123.4,140.22
571,4,245,203.53
571,5,362,278.82
571,6,458.4,343.03
571,7,109.8,58.38
572,1,0,0.0
572,2,6.5,13.0
572,3,34.75,30.14
572,4,81.75,41.16
572,5,677,824.9
572,6,2380.75,2293.74
572,7,1262.5,1577.78
573,1,0,0.0
573,2,4,3.37
573,3,67.75,40.58
573,4,176,56.29
573,5,1188.75,754.58
573,6,2856,1370.97
573,7,627.75,234.15
574,1,0,0.0
574,2,0,0.0
574,3,16.22,21.41
574,4,76.33,32.18
574,5,224.67,107.2
574,6,835.33,339.46
574,7,233.22,169.28
575,1,0,0.0
575,2,7.38,11.02
575,3,121.62,184.54
575,4,53.88,72.99
575,5,187.25,87.95
575,6,466.12,236.51
575,7,157.25,122.88
576,1,0,0.0
576,2,279.67,673.3
576,3,5911.83,13459.5
576,4,7341.67,15738.81
576,5,9984.83,14442.23
576,6,14528.67,10506.16
576,7,4474.67,2856.29
577,1,0,0.0
577,2,0.5,0.84
577,3,20.67,8.62
577,4,142.67,138.63
577,5,2130,2588.78
577,6,6911.5,7956.62
577,7,1408.33,1703.57
578,1,0,0.0
578,2,0.83,2.04
578,3,99,96.71
578,4,222.5,167.69
578,5,427.33,270.89
578,6,611.83,820.09
578,7,364.83,672.15
579,1,0,0.0
579,2,0,0.0
579,3,33.83,28.42
579,4,57.17,72.23
579,5,533,803.59
579,6,1607.5,2854.01
579,7,420.17,787.15
580,1,0,0.0
580,2,6,10.12
580,3,180,304.39
580,4,1138.6,1996.73
580,5,1747.6,1724.42
580,6,1699.6,1680.48
580,7,519.8,483.37
581,1,0.25,0.5
581,2,14.25,28.5
581,3,326.75,648.17
581,4,1807.75,3604.17
581,5,8263,16100.57
581,6,17806,34950.58
581,7,4491.75,8718.07
582,1,0,0.0
582,2,4.83,9.6
582,3,59.17,60.85
582,4,325.5,358.73
582,5,625.5,631.9
582,6,743.17,574.65
582,7,342,246.01
583,1,0,0.0
583,2,4.25,5.52
583,3,53.12,28.57
583,4,87.12,49.38
583,5,605,345.32
583,6,1327,541.02
583,7,167.5,68.28
584,1,0,0.0
584,2,0,0.0
584,3,36,28.54
584,4,144.25,141.78
584,5,82,49.15
584,6,471.75,224.17
584,7,201.25,109.86
585,1,0,0.0
585,2,9.38,16.37
585,3,71.5,59.03
585,4,144.88,211.43
585,5,556.5,774.37
585,6,1794.12,2588.36
585,7,344.25,364.09
586,1,2.14,5.67
586,2,9.57,22.71
586,3,71.71,74.48
586,4,130.29,85.95
586,5,660.57,477.48
586,6,2030.71,1486.45
586,7,612,494.83
587,1,0,0.0
587,2,7,5.72
587,3,286,413.08
587,4,1209.25,1164.23
587,5,7833.5,2412.77
587,6,18824.5,6553.5
587,7,4795.75,2158.4
588,1,0,0.0
588,2,5.17,8.89
588,3,205,174.59
588,4,204.5,130.06
588,5,517,248.06
588,6,653,384.14
588,7,131.17,61.6
589,1,0,0.0
589,2,4,10.15
589,3,14,6.81
589,4,26.57,14.32
589,5,207.43,102.19
589,6,437.14,295.34
589,7,149.29,92.56
590,1,0,0.0
590,2,1.14,2.04
590,3,56,69.67
590,4,206.43,142.4
590,5,591.71,367.9
590,6,1650.29,996.62
590,7,630.14,386.14
591,1,0,0.0
591,2,1.83,2.48
591,3,111.83,52.87
591,4,211.67,66.01
591,5,671.83,141.87
591,6,1929.17,857.16
591,7,301.17,160.58
592,1,0,0.0
592,2,0,0.0
592,3,90.5,72.2
592,4,209.5,187.71
592,5,901,793.72
592,6,2186.33,1349.6
592,7,231.83,165.41
593,1,0,0
593,2,0,0
593,3,0,0
593,4,8,0
593,5,18,0
593,6,10,0
593,7,0,0
594,1,0,0.0
594,2,1,1.29
594,3,66,92.71
594,4,205.57,271.32
594,5,1321.71,1300.53
594,6,1842.29,1022.91
594,7,459.57,280.13
595,1,0,0.0
595,2,2.71,4.07
595,3,126.43,74.0
595,4,224.29,127.0
595,5,2015.71,2700.18
595,6,4070,4028.38
595,7,479.14,511.78
596,1,0,0.0
596,2,0,0.0
596,3,76,32.6
596,4,199.67,31.82
596,5,405,290.12
596,6,1016.33,1085.71
596,7,682,911.96
597,1,0,0.0
597,2,1,1.55
597,3,20.33,16.32
597,4,72.67,45.19
597,5,347.5,426.56
597,6,1180,1091.95
597,7,407.83,296.04
598,1,0,0.0
598,2,9.4,8.62
598,3,76.4,45.59
598,4,253.4,174.17
598,5,755.8,413.15
598,6,1915.6,1199.12
598,7,476.8,303.56
599,1,0,0.0
599,2,247.43,620.5
599,3,5079,12480.37
599,4,6148.86,14665.67
599,5,8315.43,13244.74
599,6,12455.86,10212.57
599,7,3340.43,2871.63
600,1,0,0.0
600,2,6.86,16.86
600,3,47.14,43.95
600,4,169,225.3
600,5,665,896.19
600,6,2236.43,2874.38
600,7,402.86,394.46
601,1,0,0.0
601,2,0.5,1.0
601,3,101.5,39.47
601,4,173.75,95.36
601,5,759,709.04
601,6,2704.25,3052.31
601,7,551,723.47
602,1,0,0.0
602,2,4.33,10.61
602,3,34.5,38.79
602,4,122.17,102.06
602,5,727.83,786.47
602,6,2809.5,2234.1
602,7,1256.17,1298.13
603,1,0,0.0
603,2,3.86,4.74
603,3,86.43,56.01
603,4,227.57,144.55
603,5,2249,2584.42
603,6,3873.14,4057.96
603,7,460,518.48
604,1,0,0.0
604,2,319.67,657.86
604,3,7050.33,13137.23
604,4,9923.67,15395.51
604,5,21365.33,26567.32
604,6,26612.67,31945.04
604,7,7611,7998.73
605,1,0,0.0
605,2,0.75,1.16
605,3,17.62,13.15
605,4,21.5,16.88
605,5,131.75,96.96
605,6,341,166.34
605,7,107.12,76.39
606,1,0,0.0
606,2,9.67,16.26
606,3,60.5,106.19
606,4,84.5,69.32
606,5,303.5,359.02
606,6,903.33,1424.03
606,7,240.83,339.83
607,1,0,0.0
607,2,17.86,34.54
607,3,154.57,363.44
607,4,245.43,495.78
607,5,682,1271.57
607,6,898.14,1522.11
607,7,228.14,402.64
608,1,0,0.0
608,2,9.67,15.1
608,3,103.83,176.01
608,4,196.5,355.38
608,5,762.33,1325.3
608,6,4576.83,9367.73
608,7,1806.83,3872.23
609,1,0,0.0
609,2,0,0.0
609,3,0,0.0
609,4,31,19.7
609,5,74.33,101.63
609,6,139.33,196.61
609,7,15.33,24.85
610,1,0,0.0
610,2,0,0.0
610,3,17.6,8.17
610,4,13.6,8.29
610,5,73.8,46.86
610,6,257.6,107.42
610,7,89.8,73.69
611,1,0,0.0
611,2,14.2,17.6
611,3,108.4,60.69
611,4,264,291.36
611,5,920.8,1006.41
611,6,2991.4,3097.5
611,7,618,570.01
612,1,0,0.0
612,2,1,1.0
612,3,40.6,10.24
612,4,138.8,47.65
612,5,826,751.6
612,6,1885.4,1390.72
612,7,393.2,235.57
613,1,0,0.0
613,2,6.8,14.1
613,3,126.8,233.14
613,4,86.8,86.53
613,5,212,90.63
613,6,398,202.66
613,7,108.6,49.36
614,1,0,0.0
614,2,2.4,2.88
614,3,52.4,18.04
614,4,195,56.11
614,5,635.4,193.53
614,6,1805.2,1066.97
614,7,685,394.2
615,1,0,0.0
615,2,1.25,1.26
615,3,58,25.18
615,4,121.25,77.44
615,5,1088,576.03
615,6,1317,848.96
615,7,170.75,39.81
616,1,0,0.0
616,2,2,3.46
616,3,69,21.66
616,4,153.33,85.15
616,5,1052.33,737.5
616,6,3466.33,991.12
616,7,436,182.52
617,1,0,0.0
617,2,6.67,15.85
617,3,67.67,105.61
617,4,133.83,108.94
617,5,490,507.55
617,6,998.17,1384.19
617,7,284.5,328.9
618,1,0,0.0
618,2,0,0.0
618,3,0,0.0
618,4,0.75,0.96
618,5,17.5,16.22
618,6,83.75,49.67
618,7,36.5,50.48
619,1,0,0.0
619,2,0.43,1.13
619,3,37.57,74.36
619,4,95.14,166.09
619,5,310.14,347.45
619,6,722.14,811.28
619,7,269.43,428.81
620,1,0,0.0
620,2,0.4,0.89
620,3,89,78.16
620,4,317.6,434.99
620,5,1730.2,935.53
620,6,4846,2371.27
620,7,1166.6,353.65
621,1,0,0.0
621,2,0.67,1.32
621,3,31.89,40.25
621,4,105.56,113.9
621,5,680.11,832.44
621,6,931,1032.24
621,7,276.56,341.07
622,1,0,0.0
622,2,12.5,15.02
622,3,177.5,114.4
622,4,402.75,102.23
622,5,804,173.83
622,6,983.75,382.96
622,7,193.75,97.07
623,1,0,0.0
623,2,0.33,0.58
623,3,59,18.68
623,4,61.33,36.96
623,5,369.67,166.68
623,6,1402.67,626.19
623,7,222,62.55
624,1,0,0.0
624,2,0,0.0
624,3,0,0.0
624,4,2.8,4.09
624,5,32,25.91
624,6,102.2,85.77
624,7,32.4,44.94
625,1,0,0.0
625,2,1,0.89
625,3,74.67,39.56
625,4,152.33,87.1
625,5,719.83,546.71
625,6,2437.5,2417.52
625,7,494.83,570.49
626,1,0,0.0
626,2,1,1.41
626,3,20.6,11.19
626,4,16.8,8.58
626,5,125,91.85
626,6,364.4,84.92
626,7,148.4,60.45
627,1,0,0.0
627,2,20.8,43.77
627,3,333.2,446.91
627,4,448.8,511.2
627,5,823.8,765.15
627,6,1626.4,2187.87
627,7,540.4,777.47
628,1,0,0.0
628,2,0,0.0
628,3,4.75,8.18
628,4,173.5,200.69
628,5,706.75,695.72
628,6,1348,1115.44
628,7,271.25,165.41
629,1,0,0.0
629,2,0.8,1.79
629,3,23.6,15.45
629,4,95,60.45
629,5,355.6,476.13
629,6,1159,1138.71
629,7,251.4,148.23
630,1,1,2.24
630,2,335.2,737.25
630,3,6848.6,14830.02
630,4,8332.6,17363.4
630,5,10208.6,15659.84
630,6,14821.6,11372.75
630,7,3761.2,3142.42
631,1,0,0.0
631,2,0.71,1.25
631,3,20.14,10.92
631,4,41.57,36.76
631,5,238.71,245.45
631,6,472.86,384.47
631,7,147.57,68.54
632,1,0,0.0
632,2,0.25,0.5
632,3,20,13.44
632,4,114.25,40.03
632,5,548.75,355.76
632,6,1153.75,1139.27
632,7,581,660.77
633,1,0,0.0
633,2,1.43,2.3
633,3,55.43,71.75
633,4,168.71,151.65
633,5,594.14,405.98
633,6,1691.43,975.02
633,7,621.57,405.85
634,1,0,0.0
634,2,2.6,4.34
634,3,268.8,215.06
634,4,225.6,257.23
634,5,764.8,497.68
634,6,727.2,546.99
634,7,127.8,92.24
635,1,0,0.0
635,2,1,1.41
635,3,39,30.09
635,4,53.8,32.46
635,5,160.4,76.45
635,6,840.8,739.48
635,7,245.8,182.99
636,1,0,0.0
636,2,2,2.74
636,3,90.4,68.58
636,4,193,82.14
636,5,844.2,611.36
636,6,2718,1635.01
636,7,396.4,223.47
637,1,0,0.0
637,2,3,6.0
637,3,116.75,65.64
637,4,291.5,322.41
637,5,2287.75,3211.16
637,6,6262.75,8778.92
637,7,1460.25,2162.49
638,1,0,0.0
638,2,2.4,3.91
638,3,84,68.15
638,4,831.2,841.97
638,5,4841,3044.26
638,6,3481.2,1317.52
638,7,534.2,162.92
639,1,0,0.0
639,2,2.25,2.87
639,3,76.5,20.37
639,4,125.25,29.44
639,5,1153.5,420.8
639,6,2452.25,445.59
639,7,352,104.27
640,1,0,0.0
640,2,3.57,8.6
640,3,20.86,21.94
640,4,57.29,48.73
640,5,255.71,197.5
640,6,929.14,1021.64
640,7,325.57,383.61
641,1,0,0.0
641,2,32.29,72.35
641,3,1111.14,2486.45
641,4,2471.29,5330.21
641,5,12028.71,24662.36
641,6,20241.86,30419.7
641,7,5810.86,7795.27
642,1,0,0.0
642,2,4.86,11.19
642,3,53.14,54.83
642,4,85.86,50.36
642,5,565.71,581.17
642,6,923.71,741.07
642,7,130.43,61.65
643,1,18.83,46.13
643,2,575.33,1397.06
643,3,2794.67,6739.72
643,4,11612.17,27872.68
643,5,8931.67,20454.48
643,6,7588.67,16036.57
643,7,2937.83,6287.7
644,1,0,0.0
644,2,0,0.0
644,3,914.25,775.89
644,4,2027.75,1512.65
644,5,8645.5,6682.8
644,6,12332.75,8045.75
644,7,2133.5,1546.99
645,1,0,0.0
645,2,0,0.0
645,3,1,1.41
645,4,1.25,2.5
645,5,8,11.63
645,6,116.5,145.53
645,7,25,32.53
646,1,0,0.0
646,2,0.5,0.71
646,3,44.5,7.78
646,4,345.5,307.59
646,5,614.5,67.18
646,6,674,114.55
646,7,249.5,3.54
647,1,0.5,0.71
647,2,28.5,40.31
647,3,651,916.41
647,4,3609.5,5097.53
647,5,16217.5,22899.65
647,6,35278.5,49426.06
647,7,8818.5,12370.83
648,1,0,0.0
648,2,0,0.0
648,3,2.67,3.79
648,4,4,6.93
648,5,210.67,355.36
648,6,334.33,517.96
648,7,134.33,222.32
649,1,0,0.0
649,2,1,1.26
649,3,46.5,26.76
649,4,57.83,31.44
649,5,226.83,62.87
649,6,1067,662.98
649,7,288.17,181.71
650,1,0,0.0
650,2,0,0.0
650,3,118.5,197.57
650,4,388,419.23
650,5,3721.5,3884.02
650,6,7482,6420.55
650,7,1224.75,1529.31
651,1,0,0.0
651,2,11.67,13.81
651,3,102.17,94.23
651,4,319.5,201.42
651,5,731.5,311.09
651,6,1159.83,190.16
651,7,221.83,54.6
652,1,0,0.0
652,2,0,0.0
652,3,31,29.39
652,4,59.8,38.54
652,5,255.8,97.78
652,6,1334.4,840.51
652,7,426.8,311.43
653,1,15.83,38.78
653,2,162.33,396.17
653,3,309.17,667.88
653,4,2461,5535.39
653,5,11264.83,19278.02
653,6,17903,27610.91
653,7,4057.67,6618.94
654,1,0,0.0
654,2,0.67,1.21
654,3,109.17,44.1
654,4,150.67,112.51
654,5,612.83,498.03
654,6,1503.17,703.88
654,7,339.83,167.07
655,1,0,0.0
655,2,0.33,0.5
655,3,18.89,9.71
655,4,111.33,97.73
655,5,228.11,179.27
655,6,971.78,722.97
655,7,334.67,240.14
656,1,0,0.0
656,2,1.75,2.22
656,3,97.25,69.53
656,4,150.25,81.7
656,5,541.75,77.63
656,6,2515.25,859.63
656,7,487,195.0
657,1,0,0.0
657,2,0,0.0
657,3,16.8,7.89
657,4,93,105.32
657,5,97,46.42
657,6,298,132.48
657,7,176.4,97.43
658,1,0,0.0
658,2,1.25,1.5
658,3,9.25,7.85
658,4,86,77.4
658,5,380.25,235.8
658,6,382,229.46
658,7,89.75,35.98
659,1,0,0.0
659,2,124.29,317.84
659,3,1395.71,3539.0
659,4,1378.57,3381.95
659,5,1303.29,2045.21
659,6,1598.57,1830.03
659,7,346.57,390.79
660,1,0,0.0
660,2,0.6,1.34
660,3,17.6,9.02
660,4,136.4,90.17
660,5,69.8,29.36
660,6,481.8,564.06
660,7,301.8,289.96
661,1,0,0.0
661,2,15.33,35.62
661,3,200.33,411.53
661,4,749.83,1274.87
661,5,1932.67,3262.17
661,6,2590.33,3151.89
661,7,611.33,729.94
662,1,0,0.0
662,2,12.67,13.87
662,3,155,198.1
662,4,219.67,280.04
662,5,485,425.81
662,6,1588.33,590.56
662,7,377,291.97
663,1,0,0.0
663,2,0,0.0
663,3,0,0.0
663,4,9.5,13.44
663,5,34,4.24
663,6,255.5,108.19
663,7,30.5,14.85
664,1,0,0.0
664,2,0.75,1.5
664,3,66.25,93.16
664,4,171.5,198.93
664,5,300.25,460.58
664,6,895.5,1064.22
664,7,446.75,523.28
665,1,0,0.0
665,2,19.31,33.48
665,3,135.19,113.93
665,4,519.75,442.25
665,5,5046.75,6203.31
665,6,10792.44,12250.22
665,7,2384.06,2377.99
666,1,0,0.0
666,2,327.33,653.7
666,3,7179.33,13060.68
666,4,10911.33,14779.18
666,5,23925.17,24568.88
666,6,31193.83,29274.26
666,7,8024.33,7622.1
667,1,0,0.0
667,2,0.33,0.52
667,3,148.83,194.67
667,4,344.83,227.77
667,5,1621.17,1145.53
667,6,3632.33,2568.87
667,7,883.5,802.2
668,1,0,0.0
668,2,3.25,4.27
668,3,89.25,79.18
668,4,766.5,1017.53
668,5,4810.25,3881.49
668,6,3306.25,1744.69
668,7,505,261.17
669,1,0,0.0
669,2,81.6,167.98
669,3,2959.8,6209.28
669,4,9707.8,19452.0
669,5,14324.6,16491.59
669,6,20336,13277.36
669,7,4082.8,2900.8
670,1,0,0.0
670,2,2,3.46
670,3,129.33,141.05
670,4,343.33,85.59
670,5,3404.33,1732.08
670,6,4067.33,1273.01
670,7,705,97.56
671,1,0,0.0
671,2,0,0.0
671,3,17.67,16.56
671,4,199.33,162.51
671,5,982,1160.08
671,6,2243,1673.52
671,7,497,372.83
672,1,0,0.0
672,2,1,1.73
672,3,150.33,123.22
672,4,523.33,205.45
672,5,4798.67,2462.58
672,6,3713.33,1941.42
672,7,532.33,277.52
673,1,0,0.0
673,2,0.75,0.96
673,3,62.5,62.05
673,4,349,96.0
673,5,2180.25,1430.28
673,6,6440.25,3517.66
673,7,1486.75,1391.25
674,1,0,0.0
674,2,1,2.0
674,3,15.25,17.54
674,4,55.5,72.48
674,5,687.75,939.63
674,6,900.75,947.21
674,7,223.5,176.31
675,1,0.33,0.58
675,2,19,32.91
675,3,433.67,749.4
675,4,2437,4137.24
675,5,10858.33,18664.44
675,6,23490.67,40475.87
675,7,5886.33,10114.91
676,1,0,0.0
676,2,1.5,2.76
676,3,106.7,109.45
676,4,414.5,680.55
676,5,2235.3,2498.36
676,6,2972.4,2010.77
676,7,597.4,480.56
677,1,0,0.0
677,2,1.71,2.43
677,3,67.71,62.93
677,4,307.43,205.7
677,5,3642.71,2628.73
677,6,4533.14,3391.31
677,7,688.86,635.33
678,1,0,0.0
678,2,0.8,1.79
678,3,23,25.28
678,4,192,162.35
678,5,1664.8,1679.48
678,6,3855.2,4108.89
678,7,1045.6,1396.82
679,1,0,0.0
679,2,2.17,2.79
679,3,165.33,166.1
679,4,700.5,613.01
679,5,3195,2459.34
679,6,3601,2947.93
679,7,717.17,339.71
680,1,0,0.0
680,2,21.67,39.32
680,3,243.17,428.98
680,4,308.83,519.21
680,5,725.67,860.25
680,6,1725.67,2014.77
680,7,479.83,720.03
681,1,0,0.0
681,2,0,0.0
681,3,0.33,0.82
681,4,17.67,24.91
681,5,28.17,42.4
681,6,49.17,58.34
681,7,6,12.31
682,1,0,0.0
682,2,1.25,2.82
682,3,95.38,93.72
682,4,277.75,442.56
682,5,2788.38,4256.5
682,6,6294.25,8685.63
682,7,1450.5,1094.25
683,1,0,0.0
683,2,3.62,6.76
683,3,185,147.15
683,4,177.12,226.57
683,5,394.5,495.71
683,6,528.75,409.84
683,7,118.62,75.34
684,1,0,0.0
684,2,2.71,3.15
684,3,100.14,81.86
684,4,167.29,64.4
684,5,832.29,682.34
684,6,2101.14,1409.55
684,7,497,247.73
685,1,0,0.0
685,2,0.17,0.41
685,3,55.17,42.34
685,4,133,68.28
685,5,321.33,216.67
685,6,584.33,831.09
685,7,363.5,673.18
686,1,0,0.0
686,2,0.75,1.5
686,3,62.75,42.01
686,4,244.75,247.56
686,5,2350,1844.97
686,6,4961.25,2275.62
686,7,1509,602.69
687,1,0,0.0
687,2,54.17,125.41
687,3,367,814.85
687,4,275,492.72
687,5,606.67,1000.32
687,6,1242.33,2232.6
687,7,354.17,605.08
688,1,0,0.0
688,2,4.83,10.44
688,3,36.83,58.38
688,4,39.5,62.05
688,5,199.17,297.09
688,6,779.67,1112.81
688,7,209.67,275.8
689,1,0,0.0
689,2,1.2,1.79
689,3,83,45.93
689,4,91,68.5
689,5,163,125.14
689,6,523.4,337.72
689,7,169.2,103.66
690,1,0,0.0
690,2,10.6,17.2
690,3,97.6,75.43
690,4,378,368.46
690,5,2524.4,2940.39
690,6,6557.8,8175.51
690,7,1540.8,1960.26
691,1,0,0.0
691,2,0,0.0
691,3,91.5,118.09
691,4,38,26.87
691,5,400,19.8
691,6,590.5,122.33
691,7,290.5,84.15
692,1,0,0.0
692,2,0,0.0
692,3,0,0.0
692,4,2,1.41
692,5,25,7.07
692,6,36,11.31
692,7,20,9.9
693,1,0,0.0
693,2,0,0.0
693,3,0,0.0
693,4,2.6,4.34
693,5,19.6,30.91
693,6,64,97.81
693,7,12.2,14.18
694,1,0,0.0
694,2,0,0.0
694,3,0,0.0
694,4,0.57,0.79
694,5,10.14,13.08
694,6,36.29,49.5
694,7,25.71,41.24
695,1,0,0.0
695,2,0,0.0
695,3,16.67,17.44
695,4,52.17,92.1
695,5,167.33,155.66
695,6,509.17,446.92
695,7,359.33,403.86
696,1,0,0.0
696,2,0.17,0.41
696,3,76.17,54.72
696,4,288.83,162.45
696,5,1085,477.66
696,6,2732.17,719.61
696,7,332.83,122.46
697,1,0.83,2.04
697,2,3,6.0
697,3,74.33,60.68
697,4,516.83,512.06
697,5,2826.83,1404.38
697,6,7644.5,2792.32
697,7,1881.67,986.46
698,1,0,0.0
698,2,0.5,1.22
698,3,51.67,80.28
698,4,164.83,194.47
698,5,215.17,380.94
698,6,618.33,921.87
698,7,294.33,465.76
699,1,0,0.0
699,2,7.33,10.91
699,3,31.17,27.88
699,4,97.5,56.68
699,5,333.83,195.07
699,6,484.17,297.1
699,7,95,63.07
700,1,0,0.0
700,2,3.5,5.2
700,3,104.25,69.87
700,4,292.25,145.35
700,5,3031,3369.81
700,6,5504,4981.74
700,7,688,611.35
701,1,0,0.0
701,2,291.83,667.81
701,3,5873.5,13480.9
701,4,7948,15530.41
701,5,10019.33,14588.87
701,6,11628.67,14192.51
701,7,2800.83,3628.49
702,1,0,0.0
702,2,0.6,1.34
702,3,77.4,66.27
702,4,170,117.36
702,5,816.4,349.76
702,6,1226.4,550.63
702,7,202,89.79
703,1,0,0.0
703,2,3.2,3.56
703,3,376.6,328.86
703,4,1367.4,1041.94
703,5,6363.4,3841.87
703,6,10576.2,10048.21
703,7,2025.6,2290.62
704,1,0,0.0
704,2,24.2,40.16
704,3,234.8,420.46
704,4,331.2,583.31
704,5,841.8,1526.5
704,6,1110.2,1809.3
704,7,289.2,476.66
705,1,0,0.0
705,2,12.71,18.49
705,3,252.57,259.61
705,4,645.57,622.4
705,5,2855.43,1823.72
705,6,7208.29,3177.41
705,7,2135.43,1722.09
706,1,0,0.0
706,2,2.2,2.95
706,3,304.2,155.57
706,4,965.2,494.62
706,5,3779,2091.15
706,6,6740,3066.0
706,7,1535.6,756.18
707,1,0,0.0
707,2,2.29,3.4
707,3,121.71,107.52
707,4,725.86,730.46
707,5,4159.71,2707.76
707,6,3505.86,2439.26
707,7,405,247.46
708,1,0,0.0
708,2,1,1.41
708,3,56,74.14
708,4,300,429.03
708,5,6142,8953.16
708,6,15206.5,17729.81
708,7,2947,3372.73
709,1,0,0.0
709,2,1,0.82
709,3,28.25,35.48
709,4,143.5,201.02
709,5,4569,4665.03
709,6,13015.5,11609.18
709,7,2273.5,2047.78
710,1,0,0.0
710,2,17.75,16.21
710,3,182.25,189.21
710,4,371,378.65
710,5,1475,1374.75
710,6,7786.5,10527.73
710,7,3187,4350.69
711,1,0,0.0
711,2,9.5,11.26
711,3,177.17,194.67
711,4,310.5,337.78
711,5,852.5,428.86
711,6,2012.83,800.85
711,7,632.5,241.74
712,1,0,0.0
712,2,1,1.53
712,3,36.43,47.04
712,4,170.29,135.17
712,5,1354.57,1239.62
712,6,4525.29,4811.6
712,7,1122.14,1392.4
713,1,0,0.0
713,2,1.75,2.87
713,3,64.25,36.12
713,4,127.25,17.04
713,5,699.75,217.09
713,6,2608.5,895.32
713,7,446.5,112.64
714,1,0.2,0.45
714,2,11.4,25.49
714,3,260.6,580.48
714,4,1443.8,3225.64
714,5,6484,14493.07
714,6,14070.6,31392.95
714,7,3521.4,7851.18
715,1,31.67,54.85
715,2,347.67,540.83
715,3,689.67,846.23
715,4,5226.67,7368.5
715,5,24052,21369.24
715,6,38008.33,27320.83
715,7,8575.67,7117.2
716,1,0.25,0.5
716,2,14.25,28.5
716,3,326.5,648.34
716,4,1807,3604.67
716,5,8284.75,16085.75
716,6,17823.25,34938.9
716,7,4519,8699.46
717,1,0.25,0.5
717,2,14.25,28.5
717,3,324.75,649.5
717,4,1804.25,3606.5
717,5,8121,16192.68
717,6,17639.5,35059.06
717,7,4409,8771.35
718,1,0.14,0.38
718,2,8.14,21.54
718,3,186.71,490.48
718,4,1032.43,2725.82
718,5,4732.86,12206.57
718,6,10197.57,26473.02
718,7,2585.29,6607.34
719,1,0,0.0
719,2,0,0.0
719,3,0,0.0
719,4,0.4,0.55
719,5,8.8,8.58
719,6,63.6,56.03
719,7,16.2,20.15
720,1,0,0.0
720,2,0.83,1.6
720,3,19,15.48
720,4,148.83,109.38
720,5,438.17,421.97
720,6,1553.83,1120.96
720,7,477.17,472.0
721,1,0,0.0
721,2,0,0.0
721,3,32,25.46
721,4,309,359.21
721,5,446.5,170.41
721,6,586,9.9
721,7,241.5,7.78
722,1,0.25,0.5
722,2,14.25,28.5
722,3,328.75,646.88
722,4,1812.75,3600.86
722,5,8199,16141.48
722,6,17784.75,34963.82
722,7,4421.25,8763.33
723,1,0,0.0
723,2,27.6,44.48
723,3,176.4,121.85
723,4,814.2,481.99
723,5,9830.6,4272.76
723,6,25179.4,4405.49
723,7,5290,1208.68
724,1,23.75,47.5
724,2,247.5,482.38
724,3,548.5,748.11
724,4,3869.25,6590.67
724,5,13896.5,22340.5
724,6,19969,29603.6
724,7,4808,7578.6
725,1,0,0.0
725,2,1.4,2.61
725,3,43.2,29.05
725,4,162.8,101.88
725,5,646.6,387.46
725,6,1815.8,902.74
725,7,649.2,324.53
726,1,13.57,35.91
726,2,141.29,365.88
726,3,308.14,603.29
726,4,2093.86,5134.53
726,5,7363.43,17654.49
726,6,11129.43,23526.28
726,7,3101.29,5796.87
727,1,0,0.0
727,2,0,0.0
727,3,3,6.42
727,4,13.17,14.16
727,5,73.83,139.72
727,6,141.83,313.19
727,7,20.5,46.8
